Metadata_Experiment,Metadata_Plate,Metadata_Well,assay_type,food_conc_OD,food_type,diluent,drug,concentration_um,drug_prep_method,strain,bleach,well_censor,well_censor_reason,notes
NJR2,p006,G12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p006,H12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p007,A01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p007,B01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p007,C01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p007,D01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p007,E01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p007,F01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p007,G01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p007,H01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p007,A02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p007,B02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p007,C02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p007,D02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p007,E02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p007,F02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p007,G02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p007,H02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p007,A03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p007,B03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p007,C03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p007,D03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p007,E03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p007,F03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p007,G03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p007,H03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p007,A04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p007,B04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p007,C04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p007,D04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p007,E04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p007,F04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p007,G04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p007,H04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p007,A05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p007,B05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p007,C05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p007,D05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p007,E05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p007,F05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p007,G05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p007,H05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p007,A06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p007,B06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p007,C06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p007,D06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p007,E06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p007,F06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p007,G06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p007,H06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p007,A07,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CB4856,2,,,
NJR2,p007,B07,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CB4856,2,,,
NJR2,p007,C07,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CB4856,2,,,
NJR2,p007,D07,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CB4856,2,,,
NJR2,p007,E07,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CB4856,2,,,
NJR2,p007,F07,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CB4856,2,,,
NJR2,p007,G07,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CB4856,2,,,
NJR2,p007,H07,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CB4856,2,,,
NJR2,p007,A08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p007,B08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p007,C08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p007,D08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p007,E08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p007,F08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p007,G08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p007,H08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p007,A09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p007,B09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p007,C09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p007,D09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p007,E09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p007,F09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p007,G09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p007,H09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p007,A10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p007,B10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p007,C10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p007,D10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p007,E10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p007,F10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p007,G10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p007,H10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p007,A11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p007,B11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p007,C11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p007,D11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p007,E11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p007,F11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p007,G11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p007,H11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p007,A12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p007,B12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p007,C12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p007,D12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p007,E12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p007,F12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p007,G12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p007,H12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p008,A01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p008,B01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p008,C01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p008,D01,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CB4856,2,,,
NJR2,p008,E01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p008,F01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p008,G01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p008,H01,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CB4856,2,,,
NJR2,p008,A02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p008,B02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p008,C02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p008,D02,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,CX11271,2,,,
NJR2,p008,E02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p008,F02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p008,G02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p008,H02,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,CX11271,2,,,
NJR2,p008,A03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p008,B03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p008,C03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p008,D03,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,ECA36,2,,,
NJR2,p008,E03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p008,F03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p008,G03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p008,H03,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,ECA36,2,,,
NJR2,p008,A04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p008,B04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p008,C04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p008,D04,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,JU775,2,,,
NJR2,p008,E04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p008,F04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p008,G04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p008,H04,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,JU775,2,,,
NJR2,p008,A05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p008,B05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p008,C05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p008,D05,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,MY16,2,,,
NJR2,p008,E05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p008,F05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p008,G05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p008,H05,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,MY16,2,,,
NJR2,p008,A06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p008,B06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p008,C06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p008,D06,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,0,see notion,N2,2,,,
NJR2,p008,E06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p008,F06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p008,G06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p008,H06,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,0,see notion,N2,2,,,
NJR2,p008,A07,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CB4856,2,,,
NJR2,p008,B07,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CB4856,2,,,
NJR2,p008,C07,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CB4856,2,,,
NJR2,p008,D07,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CB4856,2,,,
NJR2,p008,E07,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CB4856,2,,,
NJR2,p008,F07,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CB4856,2,,,
NJR2,p008,G07,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CB4856,2,,,
NJR2,p008,H07,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CB4856,2,,,
NJR2,p008,A08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p008,B08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p008,C08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p008,D08,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,CX11271,2,,,
NJR2,p008,E08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p008,F08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p008,G08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p008,H08,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,CX11271,2,,,
NJR2,p008,A09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p008,B09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p008,C09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p008,D09,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,ECA36,2,,,
NJR2,p008,E09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p008,F09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p008,G09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p008,H09,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,ECA36,2,,,
NJR2,p008,A10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p008,B10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p008,C10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p008,D10,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,JU775,2,,,
NJR2,p008,E10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p008,F10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p008,G10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p008,H10,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,JU775,2,,,
NJR2,p008,A11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p008,B11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p008,C11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p008,D11,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,MY16,2,,,
NJR2,p008,E11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p008,F11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p008,G11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p008,H11,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,MY16,2,,,
NJR2,p008,A12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p008,B12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p008,C12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p008,D12,48h,10,HB101_10_11_2023,DMSO,Albendazole_B,30,see notion,N2,2,,,
NJR2,p008,E12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p008,F12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p008,G12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,
NJR2,p008,H12,48h,10,HB101_10_11_2023,DMSO,Albendazole_F,30,see notion,N2,2,,,